,Enrichment Ratio
"Phenylalanine, tyrosine and tryptophan biosynthesis",2.706359946
Phenylalanine metabolism,1.621621622
Riboflavin metabolism,1.353179973
Linoleic acid metabolism,1.083423619
Sphingolipid metabolism,1.030927835
Purine metabolism,0.916666667
Arachidonic acid metabolism,0.902255639
Ascorbate and aldarate metabolism,0.675675676
Taurine and hypotaurine metabolism,0.675675676
Cysteine and methionine metabolism,0.65681445
Ubiquinone and other terpenoid-quinone biosynthesis,0.602409639
Pentose and glucuronate interconversions,0.602409639
Pantothenate and CoA biosynthesis,0.56980057
Aminoacyl-tRNA biosynthesis,0.564334086
"Glycine, serine and threonine metabolism",0.492610837
Pyrimidine metabolism,0.416666667
Arginine biosynthesis,0.387596899
Nicotinate and nicotinamide metabolism,0.36101083
Primary bile acid biosynthesis,0.35335689
Histidine metabolism,0.338983051
Retinol metabolism,0.318471338
Biosynthesis of unsaturated fatty acids,0.30075188
Arginine and proline metabolism,0.284900285
Tryptophan metabolism,0.264200793
beta-Alanine metabolism,0.257731959
Pentose phosphate pathway,0.246305419
Glutathione metabolism,0.193423598
Steroid hormone biosynthesis,0.191082803
Porphyrin and chlorophyll metabolism,0.180505415
Glyoxylate and dicarboxylate metabolism,0.169204738
Glycerophospholipid metabolism,0.15037594
Amino sugar and nucleotide sugar metabolism,0.146412884
Fatty acid elongation,0.138888889
Fatty acid degradation,0.138888889
Drug metabolism - other enzymes,0.138888889
Steroid biosynthesis,0.129032258
Tyrosine metabolism,0.129032258
Fatty acid biosynthesis,0.115207373
Metabolism of xenobiotics by cytochrome P450,0.079365079
