,Enrichment Ratio
D-Glutamine and D-glutamate metabolism,4.347826087
"Phenylalanine, tyrosine and tryptophan biosynthesis",2.173913043
Riboflavin metabolism,2.173913043
Vitamin B6 metabolism,1.941747573
Phenylalanine metabolism,1.739130435
Nitrogen metabolism,1.449275362
Aminoacyl-tRNA biosynthesis,1.268115942
"Alanine, aspartate and glutamate metabolism",1.242236025
Histidine metabolism,1.086956522
Ascorbate and aldarate metabolism,1.086956522
"Valine, leucine and isoleucine biosynthesis",1.086956522
Taurine and hypotaurine metabolism,1.086956522
Caffeine metabolism,0.869565217
Biotin metabolism,0.869565217
alpha-Linolenic acid metabolism,0.67114094
Purine metabolism,0.669344043
Glycolysis / Gluconeogenesis,0.668896321
Galactose metabolism,0.64516129
Arginine biosynthesis,0.621118012
Butanoate metabolism,0.581395349
Glycerolipid metabolism,0.543478261
Glyoxylate and dicarboxylate metabolism,0.543478261
"Glycine, serine and threonine metabolism",0.527704485
Starch and sucrose metabolism,0.483091787
Pantothenate and CoA biosynthesis,0.458715596
Arginine and proline metabolism,0.457665904
Pyrimidine metabolism,0.446428571
Citrate cycle (TCA cycle),0.434782609
Fructose and mannose metabolism,0.434782609
Selenocompound metabolism,0.434782609
beta-Alanine metabolism,0.414937759
Steroid biosynthesis,0.414078675
Pentose phosphate pathway,0.395256917
Lysine degradation,0.348432056
Glutathione metabolism,0.310559006
Phosphatidylinositol signaling system,0.310559006
Inositol phosphate metabolism,0.289855072
Porphyrin and chlorophyll metabolism,0.289855072
Cysteine and methionine metabolism,0.263852243
Glycerophospholipid metabolism,0.241545894
Biosynthesis of unsaturated fatty acids,0.241545894
Drug metabolism - other enzymes,0.223214286
"Valine, leucine and isoleucine degradation",0.217391304
Tryptophan metabolism,0.212314225
Steroid hormone biosynthesis,0.204708291
Primary bile acid biosynthesis,0.189035917
